Id,unidad,comentarios,fecha,fechareg,userreg,fechamod,usermod,IdModulo
1,1031,RELLENO DE ACEITE,05/05/2017,10:02.2,f490eddd-061c-4b64-bfd3-26ef469b9263,23:42.9,f490eddd-061c-4b64-bfd3-26ef469b9263,CA-09:49:14-1031
2,1061,CAMBIO DE ACEITE Y FILTROS,05/05/2017,27:33.1,f490eddd-061c-4b64-bfd3-26ef469b9263,23:50.0,f490eddd-061c-4b64-bfd3-26ef469b9263,CA-09:34:03-1061
3,1033,SE PUSIERON 2 SOQUETERAS,08/05/2017,02:28.7,ef281d7a-57db-428e-a186-f1c54d48042c,26:20.1,f490eddd-061c-4b64-bfd3-26ef469b9263,NULL
4,1009,SE HIZO UNA TA LACHA POSICI‡N 7,08/05/2017,12:03.6,ef281d7a-57db-428e-a186-f1c54d48042c,23:58.4,f490eddd-061c-4b64-bfd3-26ef469b9263,NULL
5,1060,SE LE CAMBIO UN PLAFON DE STOP,08/05/2017,13:16.5,ef281d7a-57db-428e-a186-f1c54d48042c,24:01.8,f490eddd-061c-4b64-bfd3-26ef469b9263,NULL
6,1062,SE CAMBIO UN FUSIBLE PARA LUCES DE CAJA,08/05/2017,14:03.1,ef281d7a-57db-428e-a186-f1c54d48042c,24:06.4,f490eddd-061c-4b64-bfd3-26ef469b9263,NULL
7,1081,SE LE CAMBIO 1 LUZ DE SALCHICHA.,08/05/2017,15:27.2,ef281d7a-57db-428e-a186-f1c54d48042c,22:55.9,f490eddd-061c-4b64-bfd3-26ef469b9263,NULL
8,1061,SE LE CAMBIO FUSIBLE DE LUCES DE LA CAJA.,08/05/2017,52:53.8,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-15:52:53-1061
9,1018,SE LE CAMBIO BASE PARA CON CABO LADO DERECHO,08/05/2017,17:25.5,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-16:17:25-1018
10,1009,CAMBIO DE ACEITE Y FILTROS.,08/05/2017,46:09.5,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-16:46:09-1009
12,1018,SE LE PUSO PLAFON DE REVERSA.,09/05/2017,38:36.1,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-08:38:36-1018
13,1048,SE LE CAMBIO RIN DA•ADO.,09/05/2017,42:59.3,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-08:42:59-1048
14,1045,SE LE APRETARON ABRAZADERAS DE MANGUERA.,09/05/2017,44:07.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-08:44:07-1045
15,1031,SE LE RELLENO 9 LITROS DE ACEITE.,09/05/2017,46:15.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-08:46:15-1031
16,1087,SE LE CAMBIO FILTRO DE AIRE PENDIENTE.,09/05/2017,10:15.8,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-09:10:15-1087
17,1017,SE LE CAMBIARON 3 FOCOS PARA CUARTOS DELANTEROS.,09/05/2017,24:40.0,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-10:24:39-1017
19,1084,SE LE PUSIERON 5 LITROS DE ACEITE DE RELLENO.,09/05/2017,08:21.9,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-15:08:21-1084
20,1073,SE LE CAMBIO ACEITE Y FILTROS.,09/05/2017,09:18.5,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-15:09:18-1073
23,1088,SE LE PUSO FILTRO DE AIRE PENDIENTE.,09/05/2017,46:59.7,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-17:46:59-1088
24,1044,SE CAMBIO ACEITE Y FILTROS,09/05/2017,00:14.7,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-18:00:14-1044
26,1034,SE LE PUSO 1 TUERCA LLANTA TRASERA LADO DERECHO.,09/05/2017,05:13.1,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-18:05:13-1034
27,1025,SE PUSO 1 PLAFON DE STOP.,09/05/2017,05:57.9,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-18:05:57-1025
28,137,SE LE PUSIERON 2 LLANTAS NUEVAS DELANTERAS 1 EXTRA Y LAS DE ADELANTE PARA ATRµS.,09/05/2017,07:47.3,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-18:07:47-137
29,1008,SE LE CALIBRARON LAS LLANTAS.,09/05/2017,08:41.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-18:08:41-1008
30,1056,SE LE PUSIERON LOS CANDADOS A LAS MATRACAS TRASERAS.,09/05/2017,10:17.6,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-18:10:17-1056
31,1008,SE LE PUSO LA VµLVULA DE AIRE.,09/05/2017,12:37.5,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-18:12:37-1008
32,1091,RELLENO DE ACEITE,10/05/2017,07:03.4,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-12:07:03-1091
33,136,CAMBIO DE ACEITE Y FILTROS,10/05/2017,08:12.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-12:08:12-136
34,136,CAMBIO DE ACEITE Y FILTROS,10/05/2017,09:27.9,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-12:09:27-136
35,1039,SE LE ARREGLO CORTO DE LUCES,10/05/2017,10:26.5,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-12:10:26-1039
36,1012,SE LE CALIBRARON LAS LLANTAS,10/05/2017,11:15.3,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-12:11:15-1012
37,1079,SE LE CAMBIO EL CHIRRI‡N DE LAS LUCES,10/05/2017,12:57.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-12:12:57-1079
38,1032,SE PUSO PLAFON DE REVERSA Y LUZ DE PLACA,10/05/2017,13:55.4,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-12:13:55-1032
39,1018,SE QUITO ROTACHAMBER PARA CHECAR Y SE AJUSTARON LAS BALATAS DELANTERAS.,10/05/2017,24:41.4,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-15:24:41-1018
40,1031,SE LE CAMBIO CRUCETA TRASERA.,10/05/2017,06:01.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-16:06:01-1031
41,1085,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,15:16.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:15:16-1085
42,1084,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,39:59.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:39:59-1084
43,1049,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,41:57.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,44:32.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,DU-15:41:57-1049
44,1070,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,46:32.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:46:32-1070
45,1097,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,47:13.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:47:12-1097
46,1100,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,48:03.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,48:21.8,e0a41b9b-ff1a-43de-9f95-497d07165fa6,DU-15:48:03-1100
47,1068,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,49:06.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:49:06-1068
48,1022,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,50:14.8,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:50:14-1022
49,1048,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,50:59.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:50:59-1048
50,1059,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,51:55.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:51:55-1059
51,141,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,52:37.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:52:37-141
52,136,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,53:02.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:53:02-136
53,1039,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,53:53.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:53:53-1039
54,1073,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,54:20.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:54:20-1073
55,143,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,54:52.4,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:54:52-143
56,1046,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,55:23.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:55:23-1046
57,1034,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",11/05/2017,56:02.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:56:02-1034
58,141,CAMBIO DE ACEITE Y FILTROS,11/05/2017,13:54.2,f490eddd-061c-4b64-bfd3-26ef469b9263,NULL,NULL,CA-16:13:54-141
59,1051,CAMBIO DE ACEITE Y FILTROS,11/05/2017,15:26.4,f490eddd-061c-4b64-bfd3-26ef469b9263,NULL,NULL,CA-16:15:26-1051
60,1049,RELLENO DE ACEITE,11/05/2017,16:02.3,f490eddd-061c-4b64-bfd3-26ef469b9263,NULL,NULL,CA-16:16:02-1049
62,1075,SE LE PUSO LLANTA DE REFACCI‡N.,11/05/2017,32:15.0,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-07:32:15-1075
63,1086,"CAMBIO DE ACEITE Y FILTROS Y SE CHECARON LUCES ,AGUA Y FRENOS.",11/05/2017,35:00.0,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-07:35:00-1086
64,1007,SE LE CAMBIARON 2 AMORTIGUADORES TRASEROS Y 1 TALACHA  POSICI‡N 10.,11/05/2017,38:30.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-07:38:30-1007
65,1041,SE LE PUSO LLANTA DE REFACCION,11/05/2017,55:27.6,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-09:55:27-1041
66,1042,SE LE PUSO LLANTA DE REFACCION,11/05/2017,56:32.6,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-09:56:32-1042
67,1046,SE LE PUSO LLANTA DE REFACCION,11/05/2017,57:22.7,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-09:57:22-1046
68,1066,SE AJUSTO TANQUE DE DIêSEL Y SE PUSIERON 2 AMORTIGUADORES TRASEROS.,12/05/2017,59:55.3,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-09:59:55-1066
69,136,SE CAMBIO FOCO DELANTERO LADO DERECHO.,12/05/2017,00:51.7,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-10:00:51-136
70,1050,SE LE AMASISO LA DEFENSA  DELANTERA.,12/05/2017,12:19.8,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-13:12:19-1050
71,1010,SE LE PUSO UN PORTA FUSIBLE.,12/05/2017,13:57.4,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-13:13:57-1010
72,1095,SE LE PUSO 1 TAP‡N DE DIêSEL.,12/05/2017,56:30.4,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-15:56:30-1095
73,1008,SE LE PUSO SECADOR DE AIRE.,12/05/2017,58:02.6,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-15:58:02-1008
74,1031,RELLENO,12/05/2017,03:34.1,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-16:03:34-1031
75,1095,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,09:29.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:09:29-1095
76,1052,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,09:59.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:09:59-1052
77,1044,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,10:44.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:10:44-1044
78,133,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,11:19.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:11:19-133
79,1038,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,11:57.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:11:57-1038
80,1077,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,12:26.8,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:12:26-1077
81,1081,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,13:10.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:13:09-1081
82,1061,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,13:33.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:13:33-1061
83,1075,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,13:56.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:13:56-1075
84,1073,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,14:24.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:14:24-1073
85,1034,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,14:58.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:14:58-1034
86,1048,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,15:24.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:15:24-1048
87,1075,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,16:01.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:16:00-1075
88,1039,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,16:29.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:16:29-1039
89,1073,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,17:07.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:17:07-1073
90,1047,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,17:35.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-00:17:35-1047
91,1090,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,27:38.4,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:27:38-1090
92,1010,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,28:12.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:28:12-1010
93,1066,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,47:39.5,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:47:39-1066
94,1050,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",13/05/2017,48:10.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:48:10-1050
95,1033,CAMBIO DE ACEITE Y FILTROS,13/05/2017,09:19.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-10:09:19-1033
96,1033,CAMBIO DE ACEITE Y FILTROS,13/05/2017,11:21.8,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-10:11:21-1033
97,1018,SE LE CAMBIARON AMORTIGUADORES DELANTEROS.,13/05/2017,02:54.9,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-13:02:54-1018
98,1070,SE LE QUITARON BALATAS DELANTERAS DA•ADAS.,13/05/2017,04:09.6,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-13:04:09-1070
99,1051,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,30:29.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:30:29-1051
100,1089,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,31:03.8,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:31:03-1089
101,131,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,31:44.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:31:44-131
102,141,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,32:23.9,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:32:23-141
103,1044,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,32:53.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:32:53-1044
105,1074,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,19:54.5,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:19:54-1074
106,1087,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,20:30.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:20:30-1087
107,1034,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,20:57.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:20:57-1034
108,1062,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,21:27.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:21:27-1062
109,136,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,22:12.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:22:12-136
110,1088,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,22:40.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:22:40-1088
111,1072,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,23:12.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:23:12-1072
112,1065,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",14/05/2017,39:17.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:39:17-1065
114,1031,RELLENO DE ACEITE,15/05/2017,25:04.4,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-09:25:04-1031
115,1017,CAMBIO DE ACEITE Y FILTROS,15/05/2017,26:44.4,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-09:26:44-1017
117,1007,CAMBIO DE ACEITE Y FILTROS,15/05/2017,57:23.6,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-09:57:23-1007
118,1018,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,40:13.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:40:13-1018
119,1080,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,41:02.8,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:41:02-1080
120,1053,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,41:41.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:41:41-1053
121,1031,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,42:18.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:42:18-1031
122,1068,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,42:50.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:42:50-1068
123,1096,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,43:33.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:43:33-1096
124,1007,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,43:58.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:43:58-1007
125,1010,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,44:38.9,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:44:38-1010
126,1030,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,45:10.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:45:10-1030
127,1066,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,45:40.4,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:45:40-1066
128,1012,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,46:14.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:46:14-1012
129,1032,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,46:39.5,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:46:39-1032
130,1079,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,47:05.5,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-12:47:05-1079
131,1017,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,47:41.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,57:56.0,f490eddd-061c-4b64-bfd3-26ef469b9263,DU-12:47:41-1017
132,1056,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,48:12.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,35:10.6,f490eddd-061c-4b64-bfd3-26ef469b9263,DU-12:48:11-1056
133,1064,SE PUSIERON 3 BASES PARA LUCES DE CAJA Y UNA MICA Y 5 FOCOS DE PELLIZCO.,15/05/2017,06:16.0,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-13:06:15-1064
134,1033,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,14:16.5,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:14:16-1033
135,1084,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,15:09.9,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:15:09-1084
136,1064,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,15:46.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,35:33.2,f490eddd-061c-4b64-bfd3-26ef469b9263,DU-15:15:46-1064
137,JMJ0003,SE CAMBIO 1 PIAFON INTERMEDIO DE BARCO.,15/05/2017,19:06.6,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-15:19:06-JMJ0003
138,1063,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,23:09.9,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:23:09-1063
139,1042,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,28:12.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:28:12-1042
140,137,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,28:56.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:28:56-137
141,1,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,29:28.5,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:29:28-001
142,1041,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,30:25.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:30:25-1041
143,1022,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,31:41.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:31:41-1022
144,1075,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",15/05/2017,32:11.9,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:32:11-1075
