Id,unidad,comentarios,fecha,fechareg,userreg,fechamod,usermod,IdModulo
1599,1072,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,32:03.4,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:32:03-1072
1600,143,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,33:38.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:33:38-143
1601,4,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,34:05.8,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:34:05-004
1602,131,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,34:38.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:34:38-131
1603,1048,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,35:10.4,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:35:10-1048
1604,130,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,35:42.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:35:41-130
1605,141,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,36:10.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:36:10-141
1606,1045,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,36:44.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:36:44-1045
1607,1,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,37:17.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:37:17-001
1608,1060,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,37:49.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:37:48-1060
1609,142,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,38:19.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:38:19-142
1610,1029,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,38:53.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:38:53-1029
1611,1030,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,40:08.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:40:08-1030
1612,1042,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,08:58.4,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:08:58-1042
1613,1022,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,09:27.6,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:09:27-1022
1614,143,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,09:45.8,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:09:45-143
1615,1059,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,10:19.1,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:10:19-1059
1616,138,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,10:41.0,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:10:41-138
1617,1073,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,11:01.2,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:11:01-1073
1618,1089,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,11:20.8,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:11:20-1089
1619,1072,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,11:46.8,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:11:46-1072
1620,1028,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,12:13.8,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:12:13-1028
1621,1048,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,12:44.9,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:12:44-1048
1622,1,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,13:13.2,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:13:13-001
1623,1058,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,13:36.6,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:13:36-1058
1624,5,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,14:05.3,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:14:05-005
1625,1054,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,15:08.6,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:15:08-1054
1626,1066,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,17:40.1,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-20:17:40-1066
1627,,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,11:29.2,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:11:29-
1628,1088,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,13:05.3,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:13:05-1088
1629,131,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,13:28.0,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:13:28-131
1630,1029,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,13:48.2,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:13:48-1029
1631,1036,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,14:10.9,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:14:10-1036
1632,5,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,14:33.8,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:14:33-005
1633,1070,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,15:07.2,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:15:07-1070
1634,1067,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,15:36.6,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:15:36-1067
1635,1092,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,16:10.8,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:16:10-1092
1636,1084,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",22/06/2017,16:35.3,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:16:35-1084
1637,1080,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,21:37.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:21:37-1080
1638,1097,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,22:12.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:22:12-1097
1639,1096,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,22:51.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:22:51-1096
1640,1018,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,23:25.9,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:23:25-1018
1641,1069,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,23:58.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:23:58-1069
1642,1053,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,34:33.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:34:33-1053
1643,1056,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,56:02.9,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-10:56:02-1056
1644,1078,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,01:24.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:01:24-1078
1645,1066,CAMBIO DE ACEITE Y FILTROS,23/06/2017,09:29.7,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-13:09:29-1066
1646,1066,"REGISTRO DE CAMBIO DE ACEITE DE LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,09:56.5,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CAU-13:09:56-1066
1647,L009,CAMBIO DE ACEITE Y FILTROS,23/06/2017,11:12.6,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-13:11:12-L009
1648,L009,"REGISTRO DE CAMBIO DE ACEITE DE LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,11:39.0,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CAU-13:11:39-L009
1649,1050,CAMBIO DE ACEITE Y FILTROS,23/06/2017,13:20.5,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-13:13:20-1050
1650,1050,"REGISTRO DE CAMBIO DE ACEITE DE LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,13:41.9,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CAU-13:13:41-1050
1651,1089,CAMBIO DE ACEITE Y FILTROS,23/06/2017,14:57.0,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-13:14:57-1089
1652,1089,"REGISTRO DE CAMBIO DE ACEITE DE LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,15:31.4,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CAU-13:15:31-1089
1653,1069,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,12:17.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:12:17-1069
1654,1010,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,28:00.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:28:00-1010
1655,1034,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,31:15.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:31:15-1034
1656,1041,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,32:20.4,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:32:20-1041
1657,133,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,47:54.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:47:54-133
1658,1075,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,48:39.9,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:48:39-1075
1659,143,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,49:21.5,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:49:21-143
1660,1026,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,49:51.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:49:51-1026
1661,1060,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,50:24.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:50:24-1060
1662,1045,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,50:58.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:50:58-1045
1663,1062,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,51:48.7,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:51:48-1062
1664,141,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,52:19.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:52:19-141
1665,4,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,53:06.5,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:53:06-004
1666,2,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,53:46.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:53:46-002
1667,1074,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,54:18.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:54:18-1074
1668,1025,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,54:48.4,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:54:48-1025
1669,1076,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,55:26.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:55:26-1076
1670,1038,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,55:58.4,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:55:58-1038
1671,132,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,56:31.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:56:31-132
1672,135,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,57:03.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-15:57:03-135
1673,1064,CAMBIO DE ACEITE Y FILTROS,23/06/2017,04:18.8,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CA-16:04:18-1064
1674,1064,"REGISTRO DE CAMBIO DE ACEITE DE LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,04:47.0,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,CAU-16:04:47-1064
1675,143,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,32:48.0,dfff1762-72cd-4def-8a87-9b341ca57e69,33:17.6,dfff1762-72cd-4def-8a87-9b341ca57e69,DU-19:32:48-143
1676,138,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,33:51.5,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-19:33:51-138
1677,136,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,34:18.7,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-19:34:18-136
1678,142,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,34:51.0,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-19:34:50-142
1679,133,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,35:30.0,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-19:35:30-133
1680,1029,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,36:00.1,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-19:36:00-1029
1681,1085,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,36:36.6,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-19:36:36-1085
1682,1050,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,37:01.6,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-19:37:01-1050
1683,1051,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,37:48.1,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-19:37:48-1051
1684,1091,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,48:05.7,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:48:05-1091
1685,1045,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,48:36.7,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:48:36-1045
1686,136,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,48:56.7,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:48:56-136
1687,1028,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,49:18.1,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:49:18-1028
1688,1029,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,49:41.7,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:49:41-1029
1689,1076,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,50:14.0,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:50:14-1076
1690,1034,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,50:36.4,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:50:36-1034
1691,2,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",23/06/2017,51:00.7,dfff1762-72cd-4def-8a87-9b341ca57e69,NULL,NULL,DU-23:51:00-002
1692,1069,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,22:32.5,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-08:22:32-1069
1693,1046,"BALATAS TRASERAS ,BALATAS TRASERAS DE FRENO DE MANO, 2 RETENES TRASEROS 1 BALERO DE ",,,,,,
CENTRO PARA LA BARRA 4 PERRITOS PARA CABLE DE FRENO DE MANO 1 LITRO DE ACEITE PARA,,,,,,,,
"DIFERENCIAL ,RECTIFICACI‡N DE TAMBORES TRASEROS.",24/06/2017,36:26.6,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-09:36:26-1046,,
1694,139,1 FOCO DELANTERO Y AJUSTAR BANDAS DE ALTERNADOR Y COMPRESORA DE AIRE.,24/06/2017,38:23.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-09:38:23-139
1695,JMJ0002,SE CAMBIO 1 LLANTA NUEVA MARCA MICHEL÷N.,24/06/2017,45:15.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-09:45:15-JMJ0002
1696,1036,SE CAMBIARON 2 LLANTAS DELANTERAS.,24/06/2017,46:05.6,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-09:46:05-1036
1697,1064,SE ARREGLO BISAGRA QUE SOSTIENE EL COFRE.,24/06/2017,47:49.1,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-09:47:49-1064
1698,1049,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,47:50.9,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-09:47:50-1049
1699,1069,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,35:53.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:35:53-1069
1700,1067,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,36:35.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:36:35-1067
1701,131,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,41:12.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:41:12-131
1702,1081,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,41:42.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:41:42-1081
1703,3,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,42:11.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:42:11-003
1704,1036,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,42:58.8,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:42:58-1036
1705,1023,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,46:20.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:46:20-1023
1706,1075,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,47:10.3,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:47:10-1075
1707,6,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,47:47.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:47:47-006
1708,1050,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",24/06/2017,53:47.8,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-14:53:47-1050
1709,1086,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",25/06/2017,09:51.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:09:51-1086
1710,1051,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",25/06/2017,10:36.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:10:35-1051
1711,1037,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",25/06/2017,11:20.8,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:11:20-1037
1712,1089,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",25/06/2017,11:56.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:11:56-1089
1713,1077,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",25/06/2017,12:23.2,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-13:12:23-1077
1714,1025,1 PLAFON DE STOP,26/06/2017,50:08.1,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-07:50:08-1025
1715,1076,1 MICA ROJA PARA CAJA,26/06/2017,50:52.8,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-07:50:52-1076
1716,1034,SE CHECARON BOMBAS DE GASOLINA AUXILIARES.,26/06/2017,58:07.2,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-10:58:07-1034
1717,1087,"BALATAS DELANTERAS ,2 BALEROS DE CENTRO PARA BARRA,",26/06/2017,01:04.0,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-11:01:04-1087
1718,1098,SE AJUSTO TANQUE DE DIêSEL.,26/06/2017,10:45.9,ef281d7a-57db-428e-a186-f1c54d48042c,NULL,NULL,MU-11:10:45-1098
1719,1018,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",26/06/2017,12:25.8,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:12:25-1018
1720,1097,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",26/06/2017,13:05.4,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:13:05-1097
1721,1064,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",26/06/2017,13:43.1,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:13:43-1064
1722,1080,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",26/06/2017,14:15.5,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:14:15-1080
1723,1085,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",26/06/2017,14:45.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:14:45-1085
1724,1066,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",26/06/2017,15:37.9,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:15:37-1066
1725,1090,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",26/06/2017,16:21.0,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:16:20-1090
1726,1053,"REGISTRO DE DESPACHO DIESEL A LA UNIDAD, ACTUALIZO KM/MI",26/06/2017,17:00.6,e0a41b9b-ff1a-43de-9f95-497d07165fa6,NULL,NULL,DU-11:17:00-1053
